PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price 
Residential,3160514000,2965 N DOWNER AV,,3,3060,Residence O/S,Stucco,2,1920,0,1886,1,4,1,0,6100,2016-11,230000
Residential,2810775000,3480 N FRATNEY ST,,3,2880,Residence O/S,Frame,1,1926,0,1639,1,4,1,1,3690,2016-11,187000
Residential,2800017000,3360 N DOUSMAN ST,,3,3320,Residence O/S,Brick,2,1938,0,1601,1,3,1,1,4720,2016-11,221000
Residential,2810020000,3335 N FRATNEY ST,,3,2880,Residence O/S,Aluminum / Vinyl,1.5,1897,0,1375,1,4,2,0,3600,2016-11,152300
Residential,3210310000,916 E MEINECKE AV,,3,2890,Rm or Rooming House,Aluminum / Vinyl,1,1893,0,623,1,2,1,0,0,2016-11,155000
Residential,2790545000,3234 N OAKLAND AV,,3,3160,Triplex,Frame,2,1914,0,3105,3,6,3,0,4800,2016-11,265000
Residential,3170275000,2825 N HACKETT AV,,3,3060,Tudor,Masonry / Frame,2,1894,0,4423,1,6,4,1,6600,2016-11,519000
Residential,4010190000,3302 W ST PAUL AV,,4,2160,Duplex O/S,Aluminum / Vinyl,2,1899,0,3103,2,9,3,0,5400,2016-11,70000
Residential,3651353000,1332 N 33RD ST,,4,2300,Residence O/S,Aluminum / Vinyl,1.5,1904,0,1814,1,4,1,0,6440,2016-11,57000
Residential,3630511100,1326 W JUNEAU AV,,4,3040,Residence O/S,Aluminum / Vinyl,1.5,1910,0,1371,1,4,1,0,9000,2016-11,59000
Residential,3031394000,3052 N 81ST ST,,5,2080,Cape Cod,Brick,1,1951,0,1581,1,3,2,1,6400,2016-11,114500
Residential,3030919000,2873 N 80TH ST,,5,2080,Cape Cod,Brick,1,1941,0,1546,1,3,1,1,5120,2016-11,170000
Residential,2940298000,3163 N 93RD ST,,5,2120,Cape Cod,Brick,1,1952,0,1543,1,4,2,0,6120,2016-11,170800
Residential,3020183000,2931 N 91ST ST,,5,2080,Cape Cod,Brick,1,1951,0,1529,1,3,1,1,5900,2016-11,161500
Residential,2630351000,3837 N 80TH ST,,5,2040,Cape Cod,Brick,1,1954,0,1491,1,3,2,0,6840,2016-11,117500
Residential,2930078000,8714 W BURLEIGH ST,,5,2080,Cape Cod,Brick,1.5,1941,0,1392,1,3,1,1,4800,2016-11,110000
Residential,3030351000,2914 N 80TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1938,0,1366,1,2,1,1,5376,2016-11,152000
Residential,2930896000,3207 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1951,0,1108,1,3,2,1,5200,2016-11,124900
Residential,2920824000,3358 N 77TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1951,0,1036,1,3,1,0,5264,2016-11,101500
Residential,2920825000,3366 N 77TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1950,0,984,1,3,1,0,4816,2016-11,117000
Residential,2611091000,3724 N 98TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,0,980,1,3,1,0,4914,2016-11,103000
Residential,2930050000,3209 N 87TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1949,0,980,1,3,1,0,4800,2016-11,122000
Residential,2611082100,3776 N 98TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,0,961,1,3,2,0,5850,2016-11,130000
Residential,1480752000,6160 N 117TH ST,,5,780,Colonial,Aluminum / Vinyl,2,1992,0,2080,1,3,1,1,10461,2016-11,201000
Residential,2610756000,3430 N 94TH ST,,5,2100,Colonial,Masonry / Frame,2,1948,0,2074,1,5,1,1,12000,2016-11,202000
Residential,1160105000,7115 N 98TH ST,,5,440,Colonial,Masonry / Frame,2,1967,0,1938,1,4,3,1,12480,2016-11,181500
Residential,2169929000,5173 N 105TH ST,,5,1040,Duplex N/S,Frame,2,1960,0,2634,2,6,3,0,7980,2016-11,130000
Residential,1160219000,7170 N PARK MANOR DR,,5,440,Ranch,Frame,1,1965,0,1720,1,3,2,0,13320,2016-11,155000
Residential,1499951000,10943 W APPLETON AV,,5,780,Ranch,Stone,1,1953,0,1712,1,3,2,0,20000,2016-11,150000
Residential,2550002000,10021 W GRANTOSA DR,,5,1460,Ranch,Masonry / Frame,1,1964,0,1449,1,3,1,1,9280,2016-11,175000
Residential,1810542000,12015 W BOBOLINK AV,,5,780,Ranch,Brick,1,1954,0,1327,1,3,1,1,17850,2016-11,162900
Residential,1810623000,5830 N 121ST ST,,5,780,Ranch,Aluminum / Vinyl,1,2007,0,1275,1,3,2,0,9762,2016-11,224900
Residential,2631084000,7918 W KEEFE AV,,5,2040,Ranch,Aluminum / Vinyl,1,1948,0,1246,1,2,1,0,6720,2016-11,92000
Residential,2531038000,8821 W OLIVE ST,,5,1460,Ranch,Brick,1,1956,0,1223,1,3,1,1,11570,2016-11,131500
Residential,1480049000,6318 N 119TH ST,,5,780,Ranch,Aluminum / Vinyl,1,1971,0,1204,1,4,1,1,9180,2016-11,158900
Residential,1819966000,11720 W BOBOLINK AV,,5,780,Ranch,Brick,1,1956,0,1167,1,3,2,0,20227,2016-11,148000
Residential,2520432000,4104 N 80TH ST,,5,1470,Ranch,Masonry / Frame,1,1956,0,1108,1,3,2,1,6050,2016-11,103500
Residential,2630548000,3860 N 78TH ST,,5,2040,Ranch,Aluminum / Vinyl,1,1955,0,1084,1,3,1,0,4800,2016-11,99999
Residential,1840058000,5371 N 106TH ST,,5,1040,Ranch,Brick,1,1956,0,972,1,3,1,0,7130,2016-11,131000
Residential,2630223000,3851 N 83RD ST,,5,2040,Ranch,Aluminum / Vinyl,1,1954,0,962,1,3,1,0,6750,2016-11,99000
Residential,2520033000,4323 N 82ND ST,,5,1470,Ranch,Aluminum / Vinyl,1,1955,0,948,1,3,1,0,7590,2016-11,77000
Residential,2610047000,3778 N 97TH PL,,5,2100,Ranch,Aluminum / Vinyl,1,1954,0,872,1,3,1,1,4800,2016-11,112500
Residential,2610111000,3637 N 97TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1953,0,864,1,3,2,0,4200,2016-11,124500
Residential,2940524000,3364 N 95TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1952,0,864,1,3,1,0,6000,2016-11,135000
Residential,2630846111,3428 N 83RD ST,,5,2040,Triplex,Masonry / Frame,2,1964,0,3381,3,7,3,1,6192,2016-11,164000
Residential,3221348000,2411 N HUBBARD ST,,6,2920,Colonial,Fiber-Cement,2,2006,0,2036,1,3,2,1,3152,2016-11,145000
Residential,3530758000,1832 N PALMER ST,,6,2910,Duplex O/S,Frame,2,1890,0,2440,2,6,2,0,4200,2016-11,225000
Residential,3220243100,202 E NORTH AV,,6,2920,Duplex O/S,Aluminum / Vinyl,2,1890,0,2178,2,6,2,0,7700,2016-11,53000
Residential,3211183000,2370 N BOOTH ST,,6,2810,Duplex O/S,Aluminum / Vinyl,1.5,1860,0,1691,2,5,2,0,3600,2016-11,100000
Residential,2712450000,3878 N 15TH ST,,6,2860,Duplex O/S,Aluminum / Vinyl,2,1921,0,1641,2,2,2,0,4375,2016-11,28000
Residential,2830419000,3265 N 10TH ST,,6,2850,Residence O/S,Aluminum / Vinyl,1,1908,0,1384,1,3,1,0,3750,2016-11,27200
Residential,2811859000,3224 N BOOTH ST,,6,2800,Residence O/S,Aluminum / Vinyl,1,1906,0,1214,1,4,2,0,4125,2016-11,147000
Residential,2660072000,3925 N 53RD ST,,7,1830,Cape Cod,Frame,1,1941,0,1268,1,3,1,1,4920,2016-11,94900
Residential,2660112000,3850 N 54TH BL,,7,1830,Cape Cod,Aluminum / Vinyl,1,1950,0,1180,1,3,1,0,5000,2016-11,88000
Residential,2270811000,4428 N 52ND ST,,7,1560,Cape Cod,Aluminum / Vinyl,1,1955,0,1152,1,3,2,0,6250,2016-11,66500
Residential,2270579000,4472 N 57TH ST,,7,1560,Cape Cod,Aluminum / Vinyl,1,1941,0,1055,1,3,2,0,4800,2016-11,91000
Residential,2290787000,4647 N 42ND ST,,7,1440,Colonial,Masonry / Frame,2,1946,0,1008,1,2,1,0,3600,2016-11,37000
Residential,3070438000,2972 N 50TH ST,,7,2510,Dplx Bungalow,Aluminum / Vinyl,2,1922,0,2620,2,4,2,0,5160,2016-11,60000
Residential,2480146100,4228-A N 50TH ST,,7,1680,Duplex N/S,Masonry / Frame,2,1952,0,2592,2,6,2,0,7020,2016-11,88000
Residential,2291138000,4745 N 35TH ST,,7,1440,Duplex O/S,Aluminum / Vinyl,2,1908,0,2772,2,6,2,0,3780,2016-11,8500
Residential,3070072000,2960 N 46TH ST,,7,2510,Milwaukee Bungalow,Brick,1,1923,0,1686,1,4,1,1,5000,2016-11,68000
Residential,2470717000,4269 N 42ND PL,,7,1680,Ranch,Frame,1,1950,0,776,1,2,1,0,4324,2016-11,34000
Residential,2880982000,3273 N 49TH ST,,7,1840,Residence O/S,Stone,1,1933,0,1244,1,3,2,0,4800,2016-11,110000
Residential,2880934000,3222 N 49TH ST,,7,1840,Tudor,Stone,1.5,1934,0,1622,1,3,1,1,4992,2016-11,111000
Residential,4720171000,2026 S 37TH ST,,8,4000,Duplex N/S,Aluminum / Vinyl,2,1954,0,1656,2,6,2,0,4650,2016-11,100000
Residential,4940410000,2326 S 34TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,1456,1,4,1,0,3600,2016-11,112000
Residential,4710018000,2731 W BURNHAM ST,,8,4060,Triplex,Aluminum / Vinyl,2,1912,0,2451,3,5,3,0,3480,2016-11,89500
Residential,1730127000,5722 N 60TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1,1953,0,1020,1,4,1,0,5500,2016-11,52500
Residential,1730096000,5708 N 58TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1,1953,0,913,1,3,1,0,5250,2016-11,68000
Residential,740240000,8313 N 111TH ST,,9,240,Colonial,Aluminum / Vinyl,2,2000,0,2552,1,4,3,1,13092,2016-11,244000
Residential,1170095000,8850 W CHEYENNE ST,,9,480,Colonial,Aluminum / Vinyl,2,1966,0,1854,1,4,1,1,11250,2016-11,165000
Residential,1180083000,7924 W BEECHWOOD AV,,9,480,Colonial,Aluminum / Vinyl,2,1969,0,1423,1,4,1,1,7620,2016-11,144900
Residential,840344000,5626 W FOUNTAIN AV,,9,360,Ranch,Aluminum / Vinyl,1,1960,0,1539,1,3,1,1,10010,2016-11,145000
Residential,1170086110,8700 W CHEYENNE ST,,9,480,Ranch,Aluminum / Vinyl,1,1965,0,1333,1,4,1,1,11250,2016-11,133900
Residential,840265000,5510 W CALUMET RD,,9,360,Ranch,Aluminum / Vinyl,1,1964,0,1311,1,3,1,1,12400,2016-11,120000
Residential,1200122000,6550 W SPOKANE ST,,9,520,Ranch,Aluminum / Vinyl,1,1965,0,1232,1,3,1,1,7744,2016-11,120000
Residential,1200289000,6852 N 61ST ST,,9,520,Ranch,Frame,1,1965,0,1226,1,3,1,1,7208,2016-11,97000
Residential,1210004000,5804 W BOEHLKE AV,,9,560,Ranch,Aluminum / Vinyl,1,1966,0,1209,1,3,1,1,6240,2016-11,107000
Residential,1170296000,8848 W HELENA ST,,9,480,Ranch,Frame,1,1973,0,1200,1,4,1,1,9688,2016-11,101900
Residential,1040116000,5319 W HEMLOCK RD,,9,360,Ranch,Brick,1,1959,0,1131,1,3,1,0,8833,2016-11,125000
Residential,1220258000,4718 W KILEY AV,,9,600,Ranch,Brick,1,1962,0,1117,1,3,1,0,7200,2016-11,117000
Residential,1430566000,8201 W KIEHNAU AV,,9,480,Ranch,Aluminum / Vinyl,1,1957,0,1116,1,3,1,1,7733,2016-11,100000
Residential,810019000,7714 W LOLITA AV,,9,240,Ranch,Aluminum / Vinyl,1,1957,0,1083,1,3,1,0,22965,2016-11,122000
Residential,1040035000,7425 N 52ND ST,,9,360,Ranch,Aluminum / Vinyl,1,1958,0,1079,1,3,1,1,9250,2016-11,123900
Residential,720526000,9621 W DARNEL AV,,9,240,Split Level,Aluminum / Vinyl,1,1989,0,1738,1,4,2,0,7201,2016-11,149900
Residential,50022000,8701 W GLENBROOK RD,,9,40,Split Level,Aluminum / Vinyl,1,1980,0,1548,1,3,1,1,7505,2016-11,115000
Residential,1410262000,6506 N 73RD ST,,9,660,Townhouse,Aluminum / Vinyl,2,1970,0,2296,2,6,2,2,7200,2016-11,83000
Residential,380082000,11535 W BRITTANY WA,,9,240,Tudor,Fiber-Cement,2,2007,0,4258,1,5,3,1,18096,2016-11,343250
Residential,3050503000,2819 N 72ND ST,,10,1980,Cape Cod,Stone,1,1936,0,1567,1,3,2,0,6040,2016-11,177500
Residential,4200712000,302 S 65TH ST,,10,2710,Cape Cod,Aluminum / Vinyl,1,1946,0,1037,1,3,1,0,5805,2016-11,122735
Residential,4030402000,4723 W WOODLAWN CT,,10,2680,Colonial,Masonry / Frame,2,1915,0,2006,1,4,2,1,4400,2016-11,256000
Residential,2640310000,3819 N 68TH ST,,10,1940,Colonial,Masonry / Frame,2,1956,0,1699,1,3,2,1,4859,2016-11,113000
Residential,3040328000,3012 N 70TH ST,,10,1980,Colonial,Brick,2,1941,0,1697,1,4,1,1,9300,2016-11,144000
Residential,3060573000,2940-A N 53RD ST,,10,1860,Dplx Bungalow,Frame,1.5,1926,0,2040,2,3,2,0,4800,2016-11,90500
Residential,4060739100,210 N 75TH ST,,10,2720,Dplx Bungalow,Brick,1.5,1927,0,1870,2,4,2,0,4440,2016-11,160000
Residential,2890092000,3446 N 56TH ST,,10,1850,Dplx Bungalow,Masonry / Frame,2,1942,0,1766,2,4,2,0,4879,2016-11,117000
Residential,3050663000,2838 N 70TH ST,,10,1980,Duplex N/S,Brick,2,1952,0,2160,2,4,2,0,5085,2016-11,130000
Residential,4161110000,434 S 93RD ST,,10,2710,Duplex N/S,Aluminum / Vinyl,2,1958,0,2132,2,6,2,0,5300,2016-11,132500
Residential,4040719110,151 N HAWLEY RD,,10,2700,Duplex N/S,Aluminum / Vinyl,2,1966,0,2052,2,4,2,0,6171,2016-11,115000
Residential,4200403110,622 S 68TH ST,,10,2710,Duplex N/S,Aluminum / Vinyl,2,1959,0,1962,2,6,2,0,4960,2016-11,130000
Residential,2890607000,5515 W PHILIP PL,,10,1850,Duplex N/S,Stone,1.5,1948,0,1879,2,3,2,0,4800,2016-11,84000
Residential,4200315000,6521 W ADLER ST,,10,2710,Duplex O/S,Aluminum / Vinyl,1.5,1918,0,1508,2,4,2,0,3740,2016-11,109500
Residential,3060252000,2960 N 56TH ST,,10,1860,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1759,1,3,1,0,4816,2016-11,76000
Residential,4050546000,207 N 62ND ST,,10,2700,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1122,1,3,1,0,4879,2016-11,125000
Residential,3680656000,1321 N 58TH ST,,10,2600,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,995,1,3,1,0,3570,2016-11,86000
Residential,4090366000,311 N 92ND ST,,10,2760,Ranch,Aluminum / Vinyl,1,1956,0,1786,1,3,2,0,6500,2016-11,205000
Residential,4090409000,181 N 92ND ST,,10,2760,Ranch,Aluminum / Vinyl,1,1953,0,1040,1,2,1,0,6600,2016-11,99000
Residential,3461724000,2003 N 52ND ST,,10,2540,Residence O/S,Frame,1,1914,0,1961,1,4,1,0,4600,2016-11,140000
Residential,3460557000,1913 N 54TH ST,,10,2540,Residence O/S,Aluminum / Vinyl,1.5,1921,0,1440,1,3,2,0,4800,2016-11,172500
Residential,3040173000,2940 N 75TH ST,,10,2080,Residence O/S,Brick,1.5,1928,0,1422,1,3,1,1,5400,2016-11,158000
Residential,4210244000,679 S OAK PARK CT,,10,2710,Residence O/S,Aluminum / Vinyl,2,1926,0,1356,1,4,1,1,4800,2016-11,136000
Residential,4200132000,6613 W FAIRVIEW AV,,10,2700,Residence O/S,Frame,2,1915,0,1328,1,3,1,0,3750,2016-11,111500
Residential,4200040000,609 S 60TH ST,,10,2710,Residence O/S,Aluminum / Vinyl,1,1921,0,768,1,3,1,1,5625,2016-11,95900
Residential,4030655000,250 N 50TH ST,,10,2680,Tudor,Stone,1.5,1935,0,1567,1,3,2,1,5265,2016-11,244500
Residential,5320446000,4119 W OKLAHOMA AV,,11,4400,Cape Cod,Brick,1,1961,0,1720,1,3,1,2,5160,2016-11,114900
Residential,5290609000,3337 S 65TH ST,,11,4380,Cape Cod,Aluminum / Vinyl,1,1953,0,1415,1,4,2,0,14310,2016-11,155000
Residential,5110436000,3027 S 39TH ST,,11,4320,Cape Cod,Brick,1,1939,0,1159,1,3,1,0,4836,2016-11,142000
Residential,5120987000,2935 S 44TH ST,,11,4320,Cape Cod,Brick,1,1950,0,1150,1,3,1,1,5480,2016-11,145000
Residential,5600434000,3737 S 86TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1,1938,0,1029,1,3,2,0,8308,2016-11,143900
Residential,5300728000,3326 S 54TH ST,,11,4420,Colonial,Aluminum / Vinyl,2,1956,0,1378,1,3,1,1,6800,2016-11,174500
Residential,5139942000,2963 S 56TH ST,,11,4240,Colonial,Aluminum / Vinyl,2,1900,0,1348,1,3,1,1,8938,2016-11,112000
Residential,5100436000,3300 W OKLAHOMA AV,,11,4400,Duplex N/S,Brick,2,1954,0,2666,2,6,2,0,4500,2016-11,160000
Residential,5151350000,6931 W CLEVELAND AV,,11,4240,Duplex N/S,Brick,2,1954,0,2033,2,4,2,0,5250,2016-11,142000
Residential,5301228000,3459 S 56TH ST,,11,4420,Duplex N/S,Aluminum / Vinyl,1.5,1953,0,1908,2,3,2,0,8220,2016-11,112500
Residential,5710544000,3950 S 71ST ST,,11,4430,Ranch,Brick,1,1980,0,1733,1,3,2,0,8103,2016-11,250400
Residential,5151136000,7105 W KINNICKINNIC RIVER PK,,11,4240,Ranch,Brick,1,1954,0,1473,1,3,1,0,7920,2016-11,193000
Residential,5570813000,3813 S MARCY ST,,11,4420,Ranch,Brick,1,1960,0,1333,1,3,1,0,8160,2016-11,139000
Residential,5260014110,3448 S 86TH ST,,11,4340,Ranch,Brick,1,1963,0,1311,1,2,1,1,6700,2016-11,129000
Residential,4920304000,4754 W KINNICKINNIC RIVER PK,,11,4260,Ranch,Brick,1,1952,0,1305,1,2,1,0,8250,2016-11,135000
Residential,5601310100,8825 W TRIPOLI AV,,11,4340,Ranch,Aluminum / Vinyl,1,1966,0,1249,1,3,1,1,5928,2016-11,182917
Residential,5120243000,2816 S 50TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1949,0,1226,1,2,1,0,5880,2016-11,94500
Residential,5580436000,3736 S SUNSET DR,,11,4330,Ranch,Frame,1,1957,0,1211,1,3,1,1,7200,2016-11,152000
Residential,5740159000,4011 S 50TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1955,0,1170,1,2,1,0,6000,2016-11,127000
Residential,5580807000,3854 S MASSACHUSETTS AV,,11,4330,Ranch,Aluminum / Vinyl,1,1959,0,1165,1,3,1,0,8378,2016-11,137000
Residential,5291099000,3450 S 62ND ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,1088,1,3,1,0,9920,2016-11,105000
Residential,5259846110,3319 S 98TH ST,,11,4350,Ranch,Brick,1,1963,0,1062,1,3,1,0,6716,2016-11,112500
Residential,5259847100,3339 S 98TH ST,,11,4350,Ranch,Brick,1,1957,0,1040,1,3,1,1,10658,2016-11,173000
Residential,5290527000,6331 W OHIO AV,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,1037,1,3,1,1,7320,2016-11,139900
Residential,5130424000,2880 S 52ND ST,,11,4240,Ranch,Brick,1,1950,0,1008,1,3,1,0,6050,2016-11,136500
Residential,5730689000,4049 S 58TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,997,1,3,1,0,6000,2016-11,124000
Residential,5280763000,7446 W OHIO AV,,11,4310,Ranch,Aluminum / Vinyl,1,1957,0,958,1,3,2,0,7232,2016-11,148900
Residential,5291312000,3160 S 67TH CT,,11,4380,Ranch,Aluminum / Vinyl,1,1955,0,929,1,3,2,0,6550,2016-11,179900
Residential,5730632000,3963 S 56TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1950,0,920,1,2,1,0,7095,2016-11,124500
Residential,5730006000,4176 S 60TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,876,1,3,1,0,7164,2016-11,153000
Residential,5740138000,4054 S 51ST ST,,11,4420,Ranch,Aluminum / Vinyl,1,1955,0,876,1,3,1,0,6600,2016-11,123900
Residential,5560016000,3616 S 54TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1953,0,874,1,3,1,1,6800,2016-11,138625
Residential,5291129000,3472 S 61ST ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,864,1,3,1,0,6370,2016-11,82000
Residential,5740113000,3924 S 50TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,864,1,3,2,0,5880,2016-11,136800
Residential,4891259000,2615 S 70TH ST,,11,4240,Ranch,Brick,1,1956,0,860,1,2,1,1,5000,2016-11,120000
Residential,5571283000,3753 S 63RD ST,,11,4420,Townhouse,Masonry / Frame,2,1972,0,3251,2,6,2,3,10304,2016-11,195000
Residential,5320121000,3446 S 38TH ST,,11,4410,Tudor,Stone,1.5,1937,0,1922,1,4,2,0,7560,2016-11,248000
Residential,4690115000,1921 S 15TH ST,,12,4120,Cottage,Aluminum / Vinyl,1,1880,0,1337,1,3,1,0,3180,2016-11,78500
Residential,4600868000,1422 S CESAR E CHAVEZ DR,,12,4100,Duplex O/S,Aluminum / Vinyl,1.5,1885,0,2248,2,5,2,0,2944,2016-11,45000
Residential,4610010100,1434 S 7TH ST,,12,4100,Rm or Rooming House,Frame,1,1890,0,885,1,3,1,0,0,2016-11,52500
Residential,5980017100,2318 W WHITAKER AV,,13,4660,Cape Cod,Aluminum / Vinyl,1,1955,0,2475,1,4,1,1,21780,2016-11,230000
Residential,5790113000,4207 S 10TH ST,,13,4740,Cape Cod,Aluminum / Vinyl,1.5,1952,0,1710,1,5,1,0,10320,2016-11,122900
Residential,5490120100,175 W CRAWFORD AV,,13,4620,Cape Cod,Brick,1.5,1930,0,1630,1,2,1,0,5850,2016-11,110000
Residential,6670068000,3600 W PARNELL AV,,13,4840,Cape Cod,Aluminum / Vinyl,1,1959,0,1563,1,4,2,0,7200,2016-11,164900
Residential,5340635000,3245 S 25TH ST,,13,4360,Cape Cod,Aluminum / Vinyl,1,1938,0,1265,1,3,1,1,4800,2016-11,104000
Residential,5521347000,3708 S 22ND ST,,13,4360,Cape Cod,Brick,1,1950,0,1263,1,3,1,0,5805,2016-11,124000
Residential,5811005000,4260 S TAYLOR AV,,13,4700,Cape Cod,Brick,1,1948,0,1261,1,3,1,1,8625,2016-11,129900
Residential,5510670000,3644 S 19TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1947,0,1160,1,3,1,0,5236,2016-11,107000
Residential,5511080000,3817 S 15TH PL,,13,4520,Cape Cod,Aluminum / Vinyl,1,1947,0,1085,1,3,1,0,4760,2016-11,95500
Residential,5810407000,424 E WATERFORD AV,,13,4700,Cape Cod,Stucco,1,1947,0,1071,1,3,1,1,6345,2016-11,172500
Residential,5491418000,3730 S 5TH ST,,13,4700,Cape Cod,Aluminum / Vinyl,1,1950,0,1040,1,4,1,0,6490,2016-11,75000
Residential,5521248000,3715 S 20TH PL,,13,4360,Cape Cod,Aluminum / Vinyl,1,1947,0,1009,1,3,1,0,5130,2016-11,126800
Residential,5811156000,4223 S ADAMS AV,,13,4700,Cape Cod,Brick,1,1953,0,965,1,2,1,0,4953,2016-11,122000
Residential,5521334000,3786 S 22ND ST,,13,4360,Cape Cod,Brick,1,1949,0,811,1,2,2,0,5805,2016-11,108000
Residential,5959891000,543 W BOLIVAR AV,,13,4740,Cape Cod,Aluminum / Vinyl,1,1954,0,768,1,2,1,0,6636,2016-11,119000
Residential,5340634000,3251 S 25TH ST,,13,4360,Colonial,Aluminum / Vinyl,2,1938,0,1248,1,3,1,2,4800,2016-11,115000
Residential,6909972121,2118 W KIMBERLY AV,,13,4860,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,1645,2,3,2,0,10880,2016-11,115900
Residential,5490504000,3769 S HOWELL AV,,13,4620,Dplx Bungalow,Aluminum / Vinyl,1.5,1924,0,1446,2,3,2,0,10020,2016-11,210000
Residential,5491902000,3546 S 1ST ST,,13,4620,Duplex N/S,Aluminum / Vinyl,1.5,1961,0,2068,2,5,2,0,6018,2016-11,205000
Residential,5950555000,4435 S 5TH PL,,13,4740,Duplex N/S,Aluminum / Vinyl,2,1957,0,1916,2,6,2,0,6100,2016-11,140000
Residential,5351154000,3461 S 15TH ST,,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,0,1588,1,3,1,0,5400,2016-11,103000
Residential,5940419000,4342 S AUSTIN ST,,13,4720,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1359,1,4,2,0,19800,2016-11,219300
Residential,6900215000,6025 S 22ND ST,,13,4860,Ranch,Brick,1,1962,0,1892,1,3,1,2,11955,2016-11,160000
Residential,6441003000,5214 S 25TH ST,,13,4780,Ranch,Aluminum / Vinyl,1,1973,0,1620,1,3,1,2,9750,2016-11,220000
Residential,6440424000,5200 S 22ND ST,,13,4780,Ranch,Brick,1,1968,0,1530,1,3,1,1,9880,2016-11,175000
Residential,5810299000,483 E WATERFORD AV,,13,4700,Ranch,Aluminum / Vinyl,1,1936,0,1365,1,3,1,0,23968,2016-11,133000
Residential,6440310000,5278 S 25TH ST,,13,4780,Ranch,Aluminum / Vinyl,1,1974,0,1361,1,3,1,1,9750,2016-11,185000
Residential,6239663118,4935 S 26TH ST,,13,4660,Ranch,Aluminum / Vinyl,1,1965,0,1294,1,3,1,1,7200,2016-11,165500
Residential,6680163000,5877 S MARILYN ST,,13,4840,Ranch,Aluminum / Vinyl,1,1958,0,1249,1,3,1,1,7524,2016-11,105000
Residential,6680031000,5656 S LORENE AV,,13,4840,Ranch,Aluminum / Vinyl,1,1959,0,1246,1,3,2,0,11455,2016-11,168000
Residential,5970507000,1646 W BOTTSFORD AV,,13,4660,Ranch,Brick,1,1958,0,1168,1,3,1,0,7920,2016-11,150000
Residential,5500123000,1030 W EDEN PL,,13,4520,Ranch,Brick,1,1953,0,1142,1,3,1,0,5040,2016-11,170000
Residential,6431932000,5314 S 14TH ST,,13,4800,Ranch,Aluminum / Vinyl,1,1971,0,1128,1,4,1,1,8212,2016-11,125000
Residential,5950608000,189 W ALLERTON AV,,13,4740,Ranch,Brick,1,1955,0,1119,1,3,2,0,7290,2016-11,143000
Residential,7160067000,1931 W CARRINGTON AV,,13,4920,Ranch,Stucco,1,1960,0,1050,1,3,1,1,6000,2016-11,126900
Residential,5500114000,962 W EDEN PL,,13,4520,Ranch,Brick,1,1950,0,1037,1,3,1,0,5040,2016-11,129000
Residential,6230106000,2435 W CARPENTER AV,,13,4660,Ranch,Brick,1,1960,0,1036,1,3,1,0,6812,2016-11,152000
Residential,5970018000,1545 W BOLIVAR AV,,13,4660,Ranch,Brick,1,1956,0,1035,1,3,1,0,6608,2016-11,125000
Residential,6870314110,122 W UNCAS AV,,13,4920,Ranch,Aluminum / Vinyl,1,1969,0,1031,1,3,2,0,6000,2016-11,147000
Residential,6670133000,5673 S HONEY CREEK DR,,13,4840,Ranch,Brick,1,1960,0,1020,1,3,1,0,7480,2016-11,157000
Residential,6890213000,1922 W MANGOLD AV,,13,4920,Ranch,Aluminum / Vinyl,1,1964,0,1012,1,3,1,1,7680,2016-11,149900
